Sexo;Titulación;Ocupación en el primer empleo;Total
Hombres;Enfermería;Técnicos y profesionales científicos e intelectuales;145
Hombres;Enfermería;Técnicos profesionales de apoyo;6
Hombres;Enfermería;Empleados contables, administrativos y otros empleados de oficina;0
Hombres;Enfermería;Trabajadores de los servicios de restauración, personales, protección y vendedores;4
Hombres;Enfermería;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Enfermería;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Enfermería;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Enfermería;Ocupaciones elementales;3
Hombres;Enfermería;Ocupaciones militares;0
Hombres;Enfermería;No consta;0
Hombres;Tecnología de diagnóstico y tratamiento médico;Total;215
Hombres;Tecnología de diagnóstico y tratamiento médico;Directores y gerentes;6
Hombres;Tecnología de diagnóstico y tratamiento médico;Técnicos y profesionales científicos e intelectuales;164
Hombres;Tecnología de diagnóstico y tratamiento médico;Técnicos profesionales de apoyo;22
Hombres;Tecnología de diagnóstico y tratamiento médico;Empleados contables, administrativos y otros empleados de oficina;0
Hombres;Tecnología de diagnóstico y tratamiento médico;Trabajadores de los servicios de restauración, personales, protección y vendedores;13
Hombres;Tecnología de diagnóstico y tratamiento médico;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Tecnología de diagnóstico y tratamiento médico;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Tecnología de diagnóstico y tratamiento médico;Operadores de instalaciones y maquinaria, y montadores;5
Hombres;Tecnología de diagnóstico y tratamiento médico;Ocupaciones elementales;5
Hombres;Tecnología de diagnóstico y tratamiento médico;Ocupaciones militares;0
Hombres;Tecnología de diagnóstico y tratamiento médico;No consta;0
Hombres;Terapia y rehabilitación;Total;270
Hombres;Terapia y rehabilitación;Directores y gerentes;6
Hombres;Terapia y rehabilitación;Técnicos y profesionales científicos e intelectuales;201
Hombres;Terapia y rehabilitación;Técnicos profesionales de apoyo;40
Hombres;Terapia y rehabilitación;Empleados contables, administrativos y otros empleados de oficina;12
Hombres;Terapia y rehabilitación;Trabajadores de los servicios de restauración, personales, protección y vendedores;4
Hombres;Terapia y rehabilitación;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;4
Hombres;Terapia y rehabilitación;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Terapia y rehabilitación;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Terapia y rehabilitación;Ocupaciones elementales;0
Hombres;Terapia y rehabilitación;Ocupaciones militares;4
Hombres;Terapia y rehabilitación;No consta;0
Hombres;Farmacia;Total;81
Hombres;Farmacia;Directores y gerentes;0
Hombres;Farmacia;Técnicos y profesionales científicos e intelectuales;49
Hombres;Farmacia;Técnicos profesionales de apoyo;10
Hombres;Farmacia;Empleados contables, administrativos y otros empleados de oficina;2
Hombres;Farmacia;Trabajadores de los servicios de restauración, personales, protección y vendedores;10
Hombres;Farmacia;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Farmacia;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Farmacia;Operadores de instalaciones y maquinaria, y montadores;5
Hombres;Farmacia;Ocupaciones elementales;3
Hombres;Farmacia;Ocupaciones militares;0
Hombres;Farmacia;No consta;2
Hombres;Salud (Otros estudios);Total;331
Hombres;Salud (Otros estudios);Directores y gerentes;0
Hombres;Salud (Otros estudios);Técnicos y profesionales científicos e intelectuales;265
Hombres;Salud (Otros estudios);Técnicos profesionales de apoyo;36
Hombres;Salud (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;2
Hombres;Salud (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;10
Hombres;Salud (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Salud (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);8
Hombres;Salud (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;10
Hombres;Salud (Otros estudios);Ocupaciones elementales;0
Hombres;Salud (Otros estudios);Ocupaciones militares;0
Hombres;Salud (Otros estudios);No consta;0
Hombres;Trabajo social y orientación;Total;181
Hombres;Trabajo social y orientación;Directores y gerentes;13
Hombres;Trabajo social y orientación;Técnicos y profesionales científicos e intelectuales;107
Hombres;Trabajo social y orientación;Técnicos profesionales de apoyo;16
Hombres;Trabajo social y orientación;Empleados contables, administrativos y otros empleados de oficina;17
Hombres;Trabajo social y orientación;Trabajadores de los servicios de restauración, personales, protección y vendedores;28
Hombres;Trabajo social y orientación;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Trabajo social y orientación;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Trabajo social y orientación;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Trabajo social y orientación;Ocupaciones elementales;0
Hombres;Trabajo social y orientación;Ocupaciones militares;0
Hombres;Trabajo social y orientación;No consta;0
Hombres;10 - SERVICIOS;Total;2.451
Hombres;10 - SERVICIOS;Directores y gerentes;142
Hombres;10 - SERVICIOS;Técnicos y profesionales científicos e intelectuales;855
Hombres;10 - SERVICIOS;Técnicos profesionales de apoyo;741
Hombres;10 - SERVICIOS;Empleados contables, administrativos y otros empleados de oficina;172
Hombres;10 - SERVICIOS;Trabajadores de los servicios de restauración, personales, protección y vendedores;291
Hombres;10 - SERVICIOS;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;9
Hombres;10 - SERVICIOS;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);49
Hombres;10 - SERVICIOS;Operadores de instalaciones y maquinaria, y montadores;30
Hombres;10 - SERVICIOS;Ocupaciones elementales;106
Hombres;10 - SERVICIOS;Ocupaciones militares;56
Hombres;10 - SERVICIOS;No consta;0
Hombres;Hostelería;Total;29
Hombres;Hostelería;Directores y gerentes;1
Hombres;Hostelería;Técnicos y profesionales científicos e intelectuales;12
Hombres;Hostelería;Técnicos profesionales de apoyo;0
Hombres;Hostelería;Empleados contables, administrativos y otros empleados de oficina;5
Hombres;Hostelería;Trabajadores de los servicios de restauración, personales, protección y vendedores;8
Hombres;Hostelería;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Hostelería;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Hostelería;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Hostelería;Ocupaciones elementales;4
Hombres;Hostelería;Ocupaciones militares;0
Hombres;Hostelería;No consta;0
Hombres;Actividades físicas y deportivas;Total;427
Hombres;Actividades físicas y deportivas;Directores y gerentes;15
Hombres;Actividades físicas y deportivas;Técnicos y profesionales científicos e intelectuales;152
Hombres;Actividades físicas y deportivas;Técnicos profesionales de apoyo;173
Hombres;Actividades físicas y deportivas;Empleados contables, administrativos y otros empleados de oficina;16
Hombres;Actividades físicas y deportivas;Trabajadores de los servicios de restauración, personales, protección y vendedores;55
Hombres;Actividades físicas y deportivas;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Actividades físicas y deportivas;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Actividades físicas y deportivas;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Actividades físicas y deportivas;Ocupaciones elementales;15
Hombres;Actividades físicas y deportivas;Ocupaciones militares;2
Hombres;Actividades físicas y deportivas;No consta;0
Hombres;Viajes, turismo y ocio;Total;119
Hombres;Viajes, turismo y ocio;Directores y gerentes;6
Hombres;Viajes, turismo y ocio;Técnicos y profesionales científicos e intelectuales;15
Hombres;Viajes, turismo y ocio;Técnicos profesionales de apoyo;18
Hombres;Viajes, turismo y ocio;Empleados contables, administrativos y otros empleados de oficina;24
Hombres;Viajes, turismo y ocio;Trabajadores de los servicios de restauración, personales, protección y vendedores;54
Hombres;Viajes, turismo y ocio;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Viajes, turismo y ocio;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Viajes, turismo y ocio;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Viajes, turismo y ocio;Ocupaciones elementales;3
Hombres;Viajes, turismo y ocio;Ocupaciones militares;0
Hombres;Viajes, turismo y ocio;No consta;0
Hombres;Salud y seguridad laboral;Total;1.540
Hombres;Salud y seguridad laboral;Directores y gerentes;92
Hombres;Salud y seguridad laboral;Técnicos y profesionales científicos e intelectuales;560
Hombres;Salud y seguridad laboral;Técnicos profesionales de apoyo;508
Hombres;Salud y seguridad laboral;Empleados contables, administrativos y otros empleados de oficina;103
Hombres;Salud y seguridad laboral;Trabajadores de los servicios de restauración, personales, protección y vendedores;100
Hombres;Salud y seguridad laboral;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;9
Hombres;Salud y seguridad laboral;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);45
Hombres;Salud y seguridad laboral;Operadores de instalaciones y maquinaria, y montadores;30
Hombres;Salud y seguridad laboral;Ocupaciones elementales;77
Hombres;Salud y seguridad laboral;Ocupaciones militares;17
Hombres;Salud y seguridad laboral;No consta;0
Hombres;Protección de la propiedad y las personas y enseñanza militar;Total;214
Hombres;Protección de la propiedad y las personas y enseñanza militar;Directores y gerentes;19
Hombres;Protección de la propiedad y las personas y enseñanza militar;Técnicos y profesionales científicos e intelectuales;75
Hombres;Protección de la propiedad y las personas y enseñanza militar;Técnicos profesionales de apoyo;17
Hombres;Protección de la propiedad y las personas y enseñanza militar;Empleados contables, administrativos y otros empleados de oficina;5
Hombres;Protección de la propiedad y las personas y enseñanza militar;Trabajadores de los servicios de restauración, personales, protección y vendedores;75
Hombres;Protección de la propiedad y las personas y enseñanza militar;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Protección de la propiedad y las personas y enseñanza militar;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Protección de la propiedad y las personas y enseñanza militar;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Protección de la propiedad y las personas y enseñanza militar;Ocupaciones elementales;1
Hombres;Protección de la propiedad y las personas y enseñanza militar;Ocupaciones militares;21
Hombres;Protección de la propiedad y las personas y enseñanza militar;No consta;0
Hombres;Servicios de transporte;Total;121
Hombres;Servicios de transporte;Directores y gerentes;10
Hombres;Servicios de transporte;Técnicos y profesionales científicos e intelectuales;41
Hombres;Servicios de transporte;Técnicos profesionales de apoyo;25
Hombres;Servicios de transporte;Empleados contables, administrativos y otros empleados de oficina;18
Hombres;Servicios de transporte;Trabajadores de los servicios de restauración, personales, protección y vendedores;0
Hombres;Servicios de transporte;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
